zip_code,value,latitude,longitude
90041,26,34.1339,-118.2082
93940,26,36.5802,-121.8443
90291,26,33.9938,-118.4635
92037,26,32.8455,-117.2521
94510,26,38.0685,-122.1614
92653,26,33.5916,-117.6985
92240,26,33.9531,-116.5219
92691,26,33.6128,-117.6622
92270,26,33.7643,-116.4225
95742,26,38.5981,-121.2153
91401,26,34.1802,-118.4324
90201,26,33.9653,-118.1515
95380,25,37.4888,-120.8535
94539,25,37.5176,-121.9287
90293,25,33.9577,-118.4373
94089,25,37.3983,-122.0006
91754,25,34.0534,-118.1271
90274,25,33.7669,-118.3806
91105,25,34.1355,-118.1636
90069,25,34.0906,-118.3788
92657,25,33.5943,-117.8334
91345,25,34.2619,-118.4587
92606,25,33.6951,-117.8224
94404,25,37.5538,-122.27
95843,25,38.7159,-121.3648
93723,25,36.7863,-119.9532
95628,25,38.6554,-121.2611
95531,25,41.7817,-124.1332
90731,24,33.7339,-118.2914
90631,24,33.9331,-117.9493
93955,24,36.6217,-121.7935
93060,24,34.3547,-119.0713
91748,24,33.9818,-117.8969
95928,24,39.7224,-121.8113
91709,24,33.9797,-117.7308
91935,24,32.7163,-116.8323
90266,24,33.8896,-118.3996
90505,24,33.8106,-118.3507
91345,24,34.2619,-118.4587
91746,24,34.0443,-117.9862
91214,24,34.2316,-118.2457
91436,24,34.151,-118.4882
93401,24,35.2635,-120.6509
91331,24,34.2556,-118.4208
92544,24,33.739,-116.9243
91775,24,34.1155,-118.0857
92399,24,34.0282,-117.0489
92694,23,33.5472,-117.6238
91343,23,34.2366,-118.4758
92835,23,33.8994,-117.9063
91306,23,34.2092,-118.5749
95301,23,37.3489,-120.6028
91301,23,34.1227,-118.7573
96003,23,40.6278,-122.353
92651,23,33.5429,-117.7813
93730,23,36.8878,-119.7589
92583,22,33.7967,-116.9324
92025,22,33.1101,-117.07
95818,22,38.5568,-121.4929
95405,22,38.4386,-122.6727
92543,22,33.7416,-116.973
94502,22,37.7351,-122.2431
94706,22,37.89,-122.2954
94061,22,37.4647,-122.2304
94115,22,37.7856,-122.4358
95304,22,37.7319,-121.4096
95620,22,38.4403,-121.8088
95358,22,37.6237,-121.0438
95133,22,37.3729,-121.856
91325,21,34.2353,-118.5188
95361,21,37.7741,-120.8377
92673,21,33.4615,-117.6375
93215,21,35.7715,-119.2459
95360,21,37.3097,-121.0805
95138,21,37.2602,-121.7709
90043,21,33.9871,-118.3321
91402,21,34.2262,-118.447
90022,21,34.0245,-118.1561
91706,21,34.0964,-117.9682
94070,21,37.4969,-122.2674
92377,21,34.1561,-117.4042
90201,20,33.9653,-118.1515
95118,20,37.2568,-121.8896
90623,20,33.8491,-118.0398
92009,20,33.0954,-117.2619
94002,20,37.5174,-122.2927
90048,20,34.0737,-118.372
94618,20,37.8431,-122.2402
93630,20,36.7306,-120.0724
92603,20,33.6245,-117.794
94117,20,37.7712,-122.4413
91011,20,34.2217,-118.2051
94928,20,38.347,-122.6941
93292,19,36.3302,-119.2921
95842,19,38.6865,-121.3494
94805,19,37.9417,-122.3238
90201,19,33.9653,-118.1515
90023,19,34.0245,-118.1975
91214,19,34.2316,-118.2457
92029,19,33.0895,-117.1128
91401,19,34.1802,-118.4324
91602,19,34.151,-118.3663
92243,19,32.7893,-115.5665
91326,19,34.2619,-118.582
94306,19,37.418,-122.1274
91321,19,34.3795,-118.523
94801,19,37.94,-122.362
94087,19,37.3502,-122.0349
91362,19,34.1948,-118.8232
93263,19,35.497,-119.2801
95348,18,37.3302,-120.508
92173,18,32.5626,-117.043
90058,18,33.9994,-118.2133
91020,18,34.2114,-118.2305
94595,18,37.8753,-122.0703
95814,18,38.5804,-121.4922
94598,18,37.9194,-122.0259
95821,18,38.6239,-121.3837
91350,18,34.4336,-118.5007
91360,18,34.2092,-118.8739
93305,18,35.3855,-118.986
94555,18,37.5735,-122.0469
91320,18,34.1774,-118.9358
95215,18,37.9551,-121.2041
94901,18,37.9691,-122.5105
92408,18,34.0831,-117.2711
95336,18,37.8134,-121.2132
95492,18,38.5443,-122.8073
93004,18,34.2788,-119.1651
92410,17,34.1069,-117.2975
92878,17,33.8753,-117.5664
92251,17,32.847,-115.573
94949,17,38.0618,-122.5404
91007,17,34.1243,-118.0515
95476,17,38.2849,-122.4696
93304,17,35.3396,-119.0218
94559,17,38.2904,-122.2841
94947,17,38.0973,-122.5837
94530,17,37.9156,-122.2985
91406,17,34.2006,-118.4868
94564,17,37.9969,-122.2875
91755,17,34.048,-118.115
95014,17,37.318,-122.0449
95117,17,37.3108,-121.9623
93927,17,36.3202,-121.2451
93704,17,36.7991,-119.8016
92865,16,33.8263,-117.8511
95205,16,37.9625,-121.2624
91361,16,34.1472,-118.8383
92844,16,33.7661,-117.9738
91367,16,34.1767,-118.6159
94558,16,38.4549,-122.2564
94062,16,37.4245,-122.296
93203,16,35.1966,-118.8336
91030,16,34.1109,-118.1547
94572,16,38.0307,-122.2581
92220,16,33.9282,-116.8899
93950,16,36.6167,-121.922
93035,16,34.1822,-119.216
91040,16,34.2618,-118.3371
95354,15,37.6409,-120.9749
95357,15,37.6693,-120.8817
92118,15,32.6807,-117.1698
95746,15,38.7435,-121.1897
91411,15,34.1781,-118.4574
93117,15,34.4296,-119.8612
90274,15,33.7669,-118.3806
95605,15,38.5927,-121.5325
93710,15,36.8236,-119.7621
92106,15,32.7272,-117.2268
95341,15,37.2308,-120.5144
91303,15,34.1993,-118.5983
90680,15,33.7991,-117.9956
94108,15,37.7929,-122.4079
95351,15,37.6236,-120.9966
91351,15,34.4262,-118.449
95827,15,38.5662,-121.3286
92501,15,33.9924,-117.3694
95670,15,38.6072,-121.2761
93245,15,36.2682,-119.8173
95838,15,38.6406,-121.444
95242,15,38.1308,-121.3345
94133,15,37.8002,-122.4091
93436,15,34.6583,-120.4506
93015,14,34.3992,-118.9182
92625,14,33.6021,-117.8743
